event_id,event_date,relative_day,calendar_date,station_name,pm25_ugm3,pm10_ugm3,air_temp_c,rh_pct,wind_speed_ms,wind_dir_deg,grap_stage,is_before_event,is_event_day,is_after_event
E009,2022-12-30,0,2022-12-30,Najafgarh,243.55,316.96,13.82,70.77,0.44,202.14,3,False,True,False
E009,2022-12-30,1,2022-12-31,Najafgarh,126.41,172.75,12.8,77.65,0.29,268.08,3,False,False,True
E009,2022-12-30,2,2023-01-01,Najafgarh,75.01893939393939,99.54545454545456,11.635416666666666,76.39687500000001,0.2427083333333333,254.5677083333333,3,False,False,True
E009,2022-12-30,3,2023-01-02,Najafgarh,206.0277777777778,271.34375,11.371875,80.29270833333334,0.2617424242424242,199.1818181818182,3,False,False,True
E009,2022-12-30,4,2023-01-03,Najafgarh,203.34375,303.1354166666667,10.869791666666666,78.50729166666666,0.3427083333333333,151.36770833333333,3,False,False,True
E009,2022-12-30,5,2023-01-04,Najafgarh,132.34027777777777,191.4409722222222,9.912847222222222,78.70243055555555,0.3652777777777777,135.03854166666667,3,False,False,True
E009,2022-12-30,6,2023-01-05,Najafgarh,118.26041666666669,153.55208333333334,9.019791666666666,83.28333333333333,0.2729166666666666,165.43958333333333,3,False,False,True
E009,2022-12-30,7,2023-01-06,Najafgarh,146.71875,226.9583333333333,9.127083333333331,82.44270833333333,0.396875,143.55208333333334,3,False,False,True
E009,2022-12-30,-7,2022-12-23,Narela,195.85,331.15,12.86,83.41,0.94,111.01,2,True,False,False
E009,2022-12-30,-6,2022-12-24,Narela,163.82,235.6,12.15,84.89,0.95,40.5,2,True,False,False
E009,2022-12-30,-5,2022-12-25,Narela,164.17,256.4,10.56,89.48,1.15,45.45,2,True,False,False
E009,2022-12-30,-4,2022-12-26,Narela,178.1,272.55,10.07,92.71,0.78,48.43,2,True,False,False
E009,2022-12-30,-3,2022-12-27,Narela,156.51,212.33,11.59,86.57,1.13,39.4,2,True,False,False
E009,2022-12-30,-2,2022-12-28,Narela,161.9,234.23,14.12,78.61,1.47,52.06,2,True,False,False
E009,2022-12-30,-1,2022-12-29,Narela,230.03,355.55,15.76,73.18,1.05,145.33,2,True,False,False
E009,2022-12-30,0,2022-12-30,Narela,315.18,465.8,15.85,79.89,1.68,159.69,3,False,True,False
E009,2022-12-30,1,2022-12-31,Narela,159.76,224.94,14.26,87.27,1.46,31.07,3,False,False,True
E009,2022-12-30,2,2023-01-01,Narela,148.78125,209.0208333333333,13.766666666666666,84.60416666666667,0.7604166666666666,125.08854166666669,3,False,False,True
E009,2022-12-30,3,2023-01-02,Narela,244.13541666666663,362.8333333333333,12.308333333333332,90.34270833333332,0.9135416666666668,152.72083333333333,3,False,False,True
E009,2022-12-30,4,2023-01-03,Narela,282.3645833333333,386.8541666666667,11.765625,86.77291666666667,1.1916666666666669,83.65104166666667,3,False,False,True
E009,2022-12-30,5,2023-01-04,Narela,188.6770833333333,265.15625,10.165625,89.965625,1.2114583333333333,67.715625,3,False,False,True
E009,2022-12-30,6,2023-01-05,Narela,192.16666666666663,295.6875,9.361458333333331,90.91904761904762,0.9229166666666666,149.140625,3,False,False,True
E009,2022-12-30,7,2023-01-06,Narela,240.22916666666663,388.5104166666667,9.416666666666666,89.77291666666667,0.921875,136.80833333333334,3,False,False,True
E009,2022-12-30,-7,2022-12-23,Okhla Phase-2,229.09,358.13,15.19,71.61,1.05,181.65,2,True,False,False
E009,2022-12-30,-6,2022-12-24,Okhla Phase-2,165.9,263.83,15.32,66.03,1.2,193.1,2,True,False,False
E009,2022-12-30,-5,2022-12-25,Okhla Phase-2,175.54,288.72,13.69,72.81,1.13,192.83,2,True,False,False
E009,2022-12-30,-4,2022-12-26,Okhla Phase-2,206.01,327.44,13.25,78.64,0.96,185.82,2,True,False,False
E009,2022-12-30,-3,2022-12-27,Okhla Phase-2,163.64,245.17,14.2,74.11,0.95,181.14,2,True,False,False
E009,2022-12-30,-2,2022-12-28,Okhla Phase-2,142.89,239.62,15.79,63.8,0.94,189.64,2,True,False,False
E009,2022-12-30,-1,2022-12-29,Okhla Phase-2,197.26,321.31,16.99,59.97,0.73,230.29,2,True,False,False
E009,2022-12-30,0,2022-12-30,Okhla Phase-2,276.94,416.99,16.45,69.86,1.02,227.51,3,False,True,False
E009,2022-12-30,1,2022-12-31,Okhla Phase-2,169.94,262.69,16.11,73.15,0.99,191.23,3,False,False,True
E009,2022-12-30,2,2023-01-01,Okhla Phase-2,159.8125,239.28125,15.634375,71.89375,0.6322916666666666,148.11875,3,False,False,True
E009,2022-12-30,3,2023-01-02,Okhla Phase-2,230.3645833333333,352.78125,15.051041666666668,77.51770833333333,1.0895833333333331,187.0927083333333,3,False,False,True
E009,2022-12-30,4,2023-01-03,Okhla Phase-2,252.875,401.2708333333333,14.471875,73.04895833333333,0.9822916666666668,164.67395833333333,3,False,False,True
E009,2022-12-30,5,2023-01-04,Okhla Phase-2,195.0208333333333,314.6354166666667,13.3875,74.471875,0.9447916666666668,187.3895833333333,3,False,False,True
E009,2022-12-30,6,2023-01-05,Okhla Phase-2,242.6145833333333,362.4166666666667,13.114236111111111,78.08472222222223,0.7229166666666668,158.67395833333333,3,False,False,True
E009,2022-12-30,7,2023-01-06,Okhla Phase-2,318.71875,521.0,13.302083333333334,73.72708333333334,0.9583333333333334,161.43020833333333,3,False,False,True
E009,2022-12-30,-7,2022-12-23,Punjabi Bagh,228.22,348.14,13.23,74.44,0.36,181.09,2,True,False,False
E009,2022-12-30,-6,2022-12-24,Punjabi Bagh,195.33,272.72,13.0,71.49,0.51,187.62,2,True,False,False
E009,2022-12-30,-5,2022-12-25,Punjabi Bagh,196.85,275.06,11.73,77.76,0.61,182.03,2,True,False,False
E009,2022-12-30,-4,2022-12-26,Punjabi Bagh,201.19,290.62,11.43,83.96,0.4,185.06,2,True,False,False
E009,2022-12-30,-3,2022-12-27,Punjabi Bagh,204.45,266.86,12.3,77.5,0.49,191.71,2,True,False,False
E009,2022-12-30,-2,2022-12-28,Punjabi Bagh,177.36,266.82,13.84,65.53,0.62,189.29,2,True,False,False
E009,2022-12-30,-1,2022-12-29,Punjabi Bagh,208.95,336.18,14.72,59.99,0.3,200.79,2,True,False,False
E009,2022-12-30,0,2022-12-30,Punjabi Bagh,279.0,416.93,15.65,64.25,0.35,194.28,3,False,True,False
E009,2022-12-30,1,2022-12-31,Punjabi Bagh,128.48,247.89,14.64,74.71,0.66,167.97,3,False,False,True
E009,2022-12-30,2,2023-01-01,Punjabi Bagh,154.52083333333334,245.44791666666663,14.511458333333332,72.63645833333334,0.390625,195.13541666666663,3,False,False,True
E009,2022-12-30,3,2023-01-02,Punjabi Bagh,281.0520833333333,385.3854166666667,14.122916666666669,78.92395833333333,0.3333333333333333,185.60416666666663,3,False,False,True
E009,2022-12-30,4,2023-01-03,Punjabi Bagh,269.8854166666667,370.2604166666667,13.422916666666666,75.99166666666666,0.3729166666666666,185.51041666666663,3,False,False,True
E009,2022-12-30,5,2023-01-04,Punjabi Bagh,193.79166666666663,267.6145833333333,12.5,79.30729166666667,0.4375,177.09375,3,False,False,True
E009,2022-12-30,6,2023-01-05,Punjabi Bagh,232.5833333333333,319.2708333333333,12.238541666666668,82.278125,0.3718749999999999,185.13541666666663,3,False,False,True
E009,2022-12-30,7,2023-01-06,Punjabi Bagh,301.28125,447.9895833333333,18.52282608695652,78.4,0.3895833333333333,186.5208333333333,3,False,False,True
E009,2022-12-30,-7,2022-12-23,R K Puram,243.29,326.58,12.22,78.99,0.36,170.28,2,True,False,False
E009,2022-12-30,-6,2022-12-24,R K Puram,191.62,262.66,11.9,76.72,0.56,170.23,2,True,False,False
E009,2022-12-30,-5,2022-12-25,R K Puram,192.71,263.88,9.54,82.74,0.76,171.36,2,True,False,False
E009,2022-12-30,-4,2022-12-26,R K Puram,204.55,267.05,9.25,86.86,0.49,177.91,2,True,False,False
E009,2022-12-30,-3,2022-12-27,R K Puram,163.34,209.55,12.29,83.96,0.91,169.86,2,True,False,False
E009,2022-12-30,-2,2022-12-28,R K Puram,150.74,215.08,16.9,70.87,0.9,172.73,2,True,False,False
E009,2022-12-30,-1,2022-12-29,R K Puram,191.81,273.12,18.73,66.59,0.41,197.27,2,True,False,False
E009,2022-12-30,0,2022-12-30,R K Puram,298.36,382.82,18.66,75.8,0.95,172.26,3,False,True,False
E009,2022-12-30,1,2022-12-31,R K Puram,174.67,233.2,17.81,81.64,0.97,170.34,3,False,False,True
E009,2022-12-30,2,2023-01-01,R K Puram,163.63541666666666,206.2118055555556,16.825,79.33541666666666,0.515625,180.3645833333333,3,False,False,True
E009,2022-12-30,3,2023-01-02,R K Puram,264.53125,323.81944444444446,16.09479166666667,84.95416666666667,0.4677083333333333,176.66666666666666,3,False,False,True
E009,2022-12-30,4,2023-01-03,R K Puram,271.05902777777777,363.3055555555556,15.172916666666666,81.29583333333333,0.4833333333333333,173.5,3,False,False,True
E009,2022-12-30,5,2023-01-04,R K Puram,234.04166666666663,313.82638888888886,13.2125,83.04270833333334,0.6291666666666667,179.90625,3,False,False,True
E009,2022-12-30,6,2023-01-05,R K Puram,271.40625,340.36805555555554,12.248958333333334,86.28125,0.6395833333333333,169.88541666666666,3,False,False,True
E009,2022-12-30,7,2023-01-06,R K Puram,307.625,439.0138888888889,12.978125,82.13541666666667,0.5895833333333333,176.21875,3,False,False,True
